App Init;91;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
App Load;404;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
First Page Load;672;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
BoxViewTest;224;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
LabelTest;195;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
ButtonTest;312;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
ImageTest;401;11/27/2017 18:41:38;2.4.0.280;monoandroid71;Android
