App Init;135;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
App Load;621;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
First Page Load;1052;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
BoxViewTest;320;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
LabelTest;376;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ButtonTest;921;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ImageTest;736;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
NestedStackLayoutTest;941;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
NestedGridLikeStackLayoutTest;1636;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
NestedGridStarSizeTest;2962;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
NestedGridAutoSizeTest;4311;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
NestedGridConstSizeTest;2627;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ListViewTextCellTest;3884;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ListViewImageCellTest;4873;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ListViewEntryCellTest;3948;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ListViewSwitchCellTest;4579;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ListViewSimpleViewCellTest;6425;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
ListViewExtendedViewCellTest;23863;03/06/2018 18:10:02;2.4.0.38779;monoandroid71;Android;SM-G900F;6.0.1
